r_bookID|r_title|r_avgbookrating
26054|The MacGregors: Serena & Caine (The MacGregors  #1 -2)|4.09
26055|The MacGregors: Alan & Grant (The MacGregors  #3-4)|4.11
26064|Kissing in Manhattan|3.61
26069|Making Democracy Work: Civic Traditions in Modern Italy|3.83
26071|The Comparative Study of Political Elites|3.75
26075|A Random Walk Down Wall Street|4.10
26079|A Random Walk Down Wall Street|4.10
26085|Identity Crisis|4.04
26088|Superman: Secret Identity|4.24
26090|The Dissociative Identity Disorder Sourcebook|4.16
26092|Double Identity|4.02
26093|Identity|3.68
26097|Slowness|3.66
26101|Laughable Loves|3.87
26123|Learned Optimism: How to Change Your Mind and Your Life|4.00
26130|Homer Price|4.08
26131|The Classical World: An Epic History from Homer to Hadrian|3.91
26133|The Children's Homer: The Adventures of Odysseus and the Tale of Troy|3.90
26134|The Coalwood Way: A Memoir  (Coalwood  #2)|4.14
26146|Man's Search for Meaning|4.36
26147|Man's Search for Meaning|4.36
26154|Good Grief: The Story of Charles M. Schulz|3.72
26156|Peanuts: The Art of Charles M. Schulz|4.38
26165|Autobiography of a Yogi|4.23
26175|To the Last Man: A Novel of the First World War|4.22
26184|African Nights|3.80
26187|Angels & Demons (Robert Langdon  #1)|3.89
26189|Letters of St. Augustine|4.36
26190|Love and Saint Augustine|3.91
26197|Healthy Cooking for IBS: 100 Delicious Recipes to Keep You Symptom-Free|2.62
26206|Me vs. Me|3.67
26207|Spells & Sleeping Bags (Magic in Manhattan  #3)|4.05
26210|Bras & Broomsticks (Magic in Manhattan  #1)|3.73
26211|Monkey Business|3.67
26212|Frogs & French Kisses (Magic in Manhattan  #2)|3.97
26214|Big Anthony and the Magic Ring|4.10
26216|Patrick: Patron Saint of Ireland|4.08
26226|The Rattle-Rat|3.97
26229|Robert Van Gulik: His Life His Work|3.57
26236|Revolutionary Girl Utena  Vol. 2: To Plant|4.00
26237|Revolutionary Girl Utena  Vol. 3: To Sprout|4.05
26239|Revolutionary Girl Utena  Vol. 4: To Bud|4.06
26240|Revolutionary Girl Utena  Vol. 5: To Blossom|4.02
26252|The Enneads|4.06
26253|Ennead IV (Plotinus IV)|4.52
26254|Anaximander  Heraclitus  Parmenides  Plotinus  Lao-Tzu  Nagarjuna (from Great Philosophers 2)|3.92
26274|The Cultural Cold War: The CIA and the World of Arts and Letters|4.01
26289|Trust Fund|3.72
26292|The Chairman (Christian Gillette  #1)|3.98
26296|The Mystery of the Ancient Pyramid: Cairo  Egypt (Around the World in 80 Mysteries)|3.61
26298|The Mystery in the Rocky Mountains|3.73
26301|The Mystery on the Mighty Mississippi|3.50
26314|Medal of Honor: Rising Sun (Prima's Official Strategy Guide)|3.67
26321|The Elder Scrolls IV: Oblivion -- Revised & Expanded (Xbox360  PC) (Prima Official Game Guide)|4.29
26324|Social Intelligence: The New Science of Human Relationships|3.98
26327|The Power of Truth: A Leading with Emotional Intelligence Conversation with Warren Bennis|3.82
26329|Emotional Intelligence: Why It Can Matter More Than IQ|4.01
26330|Healing Emotions: Conversations with the Dalai Lama on Mindfulness  Emotions  and Health|4.04
26344|The MacMillan Bible Atlas|4.32
26348|Paris 1919: Six Months that Changed the World|4.08
26384|Scripta Minora: Hiero/Agesilaus/Constitution of the Lacedaemonians/Ways & Means/Cavalry Commander/Art of Horsemanship/On Hunting/Constitution of the Athenians|4.00
26401|Primary English: Knowledge and Understanding|3.87
26407|The Philosophy of Hegel|3.37
26410|Wissenschaft der Logik: Die Lehre Vom Begriff (1816)|4.78
26415|Existentialism from Dostoevsky to Sartre|4.08
26417|Anti-Semite and Jew: An Exploration of the Etiology of Hate|3.80
26420|CSS: The Definitive Guide|4.00
26422|Fullmetal Alchemist  Vol. 14 (Fullmetal Alchemist  #14)|4.59
26425|Fullmetal Alchemist: The Abducted Alchemist (Fullmetal Alchemist  #2)|4.57
26426|Fullmetal Alchemist  Vol. 12 (Fullmetal Alchemist  #12)|4.60
26436|Programming in C|3.96
26438|Java: An Introduction to Problem Solving and Programming|3.85
26439|Absolute C++|3.83
26447|The Odyssey|3.76
26448|The Odyssey (New Translations from Antiquity)|3.76
26449|Bulfinch's Mythology|4.10
26451|Teaching Reading Comprehension to Students with Learning Difficulties|3.79
26470|Seven Gothic Tales|3.93
26471|Last Tales|4.11
26472|Isak Dinesen: The Life of a Storyteller|4.06
26474|Out of Africa / Shadows on the Grass|4.24
26475|Letters from Africa  1914-1931|4.21
26480|Witness|3.72
26481|The Cats In Krasinski Square|4.13
26482|The Music of Dolphins|3.82
26503|Verbatim: From the bawdy to the sublime  the best writing on language for word lovers  grammar mavens  and armchair linguists|3.59
26506|Sisters|3.85
26511|The Long Road Home|4.00
26522|Three Plays of Euripides: Alcestis/Medea/The Bacchae|3.97
26525|Leadership Challenge|4.05
26571|The Kestrel (Westmark  #2)|3.98
26573|The God in the Moon (Age of Conan: Hyborian Adventures: A Soldier's Quest  #1)|3.74
26575|Firedrake (Dragonrealm #1)|3.78
26576|Night of Blood (Dragonlance: The Minotaur Wars  #1)|3.91
26578|The Eye of Charon (Age of Conan: Hyborian Adventures: A Soldier's Quest  #2)|3.91
26579|Children of the Drake (Dragonrealm: Origins  #2)|3.88
26581|Sleeping Beauty Trilogy (Sleeping Beauty  #1-3)|3.99
26583|Beauty's Punishment|3.62
26586|The Land of the Dead (Tales from the Odyssey  #2)|3.97
26587|The One-Eyed Giant (Tales from the Odyssey  #1)|3.88
26588|Tsunamis and Other Natural Disasters (Magic Tree House Research Guide  #15)|4.03
26590|The Final Battle (Tales from the Odyssey  #6)|4.08
26591|Ancient Greece and the Olympics (Magic Tree House Research Guide  #10)|4.05
26592|Ancient Rome and Pompeii (Magic Tree House Research Guide  #14)|4.07
26593|Haunted Castle on Hallows Eve (Magic Tree House #30)|4.04
26595|Earthquake in the Early Morning (Magic Tree House  #24)|3.94
26596|E.E. Cummings: Complete Poems 1904-1962 (Revised  Corrected  and Expanded Edition)|4.35
26599|Selected Poems|4.22
26603|Tulips & Chimneys|4.38
26638|Kokopelli: The Magic  Mirth  and Mischief of an Ancient Symbol|3.69
26653|The Coal Tattoo|4.04
26654|Clay's Quilt|3.95
26666|Things Pondered: From the Heart of a Lesser Woman|4.09
26670|Scholastic Success with 4th Grade Workbook|4.12
26673|The Punisher  Vol. 6: Confederacy of Dunces|4.00
26689|Thunderbird Falls  (Walker Papers  #2)|3.85
26690|Coyote Dreams (Walker Papers  #3)|4.00
26695|Savage Anamoly: The Power of Spinoza’s Metaphysics and Politics|3.96
26696|Time for Revolution|3.70
26697|The Philosophy of Antonio Negri  Volume One: Resistance in Practice|4.12
26722|Act of Treason (Mitch Rapp  #9)|4.29
26723|Act of Treason (Mitch Rapp  #9)|4.29
26725|Act of Treason (Mitch Rapp  #9)|4.29
26738|President Dad  Volume 2|3.49
26748|Game of Shadows: Barry Bonds  BALCO  and the Steroids Scandal that Rocked Professional Sports|3.81
26759|Dark Water|3.61
26766|Dark Water's Embrace (Mictlan  #1)|3.77
26768|In Dark Waters|3.81
26779|Oswald Chambers  Abandoned to God: The Life Story of the Author of My Utmost for His Highest|4.45
26780|Mandie and the Abandoned Mine (Mandie  #8)|3.96
26784|Abandoned Prayers: The Incredible True Story of Murder  Obsession and Amish Secrets|3.79
26800|C++ Programmer's Notebook|3.00
26805|The Sibley Field Guide to Birds of Western North America|4.69
26821|The National Geographic Society: 100 Years of Adventure & Discovery|4.11
26827|Park Profiles: Grand Canyon Country (Park Profiles)|4.10
26829|Canada's Incredible Coasts|3.71
26832|Shout Out Loud! 2|3.95
26833|Shout Out Loud! 5|3.93
26835|Can't Win With You 1|3.57
26836|叫んでやるぜ! (1) (あすかコミックスCL-DX)|3.68
26839|叫んでやるぜ! (2) (ASUKA COMICS CL-DX)|3.95
26841|Soups|3.88
26842|Pies and Tarts|3.82
26853|The Fate of Reason: German Philosophy from Kant to Fichte|4.52
26860|Michael's Golden Rules|3.93
26871|Confessions of an Actor|3.69
26904|For Lust of Knowing: The Orientalists and Their Enemies|3.72
26908|The Arabian Nightmare|3.84
26913|The Plot Against America|3.77
26919|Continental Drift|3.87
26920|The Darling|3.78
26922|Affliction|3.99
26930|Success Stories|3.72
26931|Cloudsplitter|3.91
26934|A Multitude of Sins|3.75
26950|The Custom of the Country|4.03
26968|Quicksand|3.68
26973|Their Eyes Were Watching God|3.91
26979|Novels and Stories|4.37
26994|Plato on Knowledge and Reality|3.67
26996|A Companion to Plato's Republic|3.67
26999|Something Rotten (Thursday Next  #4)|4.16
27000|Lost in a Good Book (Thursday Next  #2)|4.14
27001|The Well of Lost Plots (Thursday Next #3)|4.10
27002|First Among Sequels (Thursday Next  #5)|4.02
27003|The Eyre Affair (Thursday Next  #1)|3.91
27005|The Eyre Affair (Thursday Next  #1)|3.91
27006|Chop Shop (Bug Man  #2)|4.22
27009|Shoofly Pie (Bug Man  #1)|4.18
27023|RG Veda  Vol. 01|3.72
27036|Augustine|3.71
27038|The Church in Ancient Society: From Galilee to Gregory the Great (History of the Christian Church)|4.19
27039|East and West: The Making of a Rift in the Church from Apostolic Times until the Council of Florence (History of the Christian Church)|3.88
27049|Satan in Goray|3.85
27051|Lights Out|3.65
27052|Behind the Curtain (Echo Falls  #2)|3.90
27054|Red Message|3.12
27059|Her Smoke Rose Up Forever|4.21
27066|The Starry Rift|3.81
27091|Teaching to Transgress: Education as the Practice of Freedom|4.37
27092|Desde mi cielo|3.81
27118|The Roman Empire|3.58
27126|Bitter Is the New Black: Confessions of a Condescending  Egomaniacal  Self-Centered Smartass  Or  Why You Should Never Carry A Prada Bag to the Unemployment Office|3.90
27149|Economics|3.99
27150|Development  Geography  and Economic Theory|4.00
27151|Pop Internationalism|3.68
27167|An Unquiet Grave (Louis Kincaid  #7)|4.13
27168|Island Of Bones (Louis Kincaid  #5)|4.02
27170|Dead Of Winter (Louis Kincaid  #2)|3.95
27171|Thicker Than Water (Louis Kincaid  #4)|4.09
27189|Teleportation: From Star Trek to Tesla|2.83
27194|Pictures Showing What Happens on Each Page of Thomas Pynchon's Novel Gravity's Rainbow|4.10
27200|Sailing the Wine-Dark Sea: Why the Greeks Matter|3.77
27204|The Gospel According to Luke|4.64
27208|The Third Policeman|4.01
27222|The Landmark Thucydides: A Comprehensive Guide to the Peloponnesian War|3.90
27236|Six Haunted Hairdos (The Hamlet Chronicles  #2)|3.53
27243|Dancing in the Flames: The Dark Goddess in the Transformation of Consciousness|4.24
27247|The Complete Book of Home  Site and Office Security: Selecting  Installing and Troubleshooting Systems and Devices|3.50
27252|Pope Joan|4.08
27253|Pope Joan: Translated & Adapted from the Greek|3.92
27266|Glass Houses (The Morganville Vampires  #1)|3.92
27269|The Glass House (Captain Lacey  #3)|4.04
27277|Glass House|4.00
27293|The Echo of Greece|4.09
27295|Three Greek Plays: Prometheus Bound/Agamemnon/The Trojan Women|4.06
27297|The Analects|3.83
27298|The Twentieth Wife (Taj Mahal Trilogy  #1)|4.04
27299|La Emperatriz tras el velo (Trilogía Taj Mahal  #1)|4.04
27303|A History of God: The 4 000-Year Quest of Judaism  Christianity  and Islam|3.87
27304|Buddha|3.89
27306|Islam: A Short History|4.02
27308|The Spiral Staircase: My Climb Out of Darkness|3.99
27309|The Battle for God: A History of Fundamentalism|3.93
27310|Muhammad: A Biography of the Prophet|4.15
27313|The Analects of Confucius: A Philosophical Translation|3.83
27315|Analects|3.83
27323|Hiroshima|3.97
27326|The Wall|4.28
27333|Silent Spring|3.97
27345|The House of Life: Rachel Carson at Work|3.95
27347|Under the Sea Wind (Nature Classic)|4.14
27356|Black Meets White|3.50
27363|Back Bay (Peter Fallon  #1)|3.91
27368|Letters from the Bay of Islands: The Story of Marianne Williams|3.72
27385|"Since ""Silent Spring"""|3.78
27397|A Civil Action|3.97
27398|The Lost Painting|3.74
27399|The Lost Painting|3.74
27404|Gideon's Trumpet: How One Man  a Poor Prisoner  Took His Case to the Supreme Court-And Changed the Law of the United States|3.91
27410|The Library of Greek Mythology|3.98
27411|The Library 1  Books 1-3.9|3.93
27413|The Library of Apollodorus: Gods and Heroes of the Greeks|3.98
27415|Apollodorus' Library and Hyginus' Myths: Two Handbooks of Greek Mythology|3.98
27416|Mythographi Graeci 1: Apollodori Bibliotheca  Apollodori epitoma  Procli excerpta ex cycli epici carminibus  Pediasmi libellus de duodecim Herculis...Graecorum et Romanorum Teubneriana|0.00
27418|Theogony / Works and Days|3.75
27419|The Works and Days/Theogony|3.75
27420|Theogony/Works and Days/Shield|3.97
27421|The Works and Days/Theogony/The Shield of Herakles|3.97
27422|The Poems|3.75
27423|Theogonia  Opera et Dies  Scutum  Fragmenta Selecta (Classical Texts)|4.06
27424|Works of Hesiod and the Homeric Hymns|3.73
27425|The Georgics of Virgil|3.85
27426|The Death of Virgil|4.19
27427|The Eclogues of Virgil|3.91
27428|The Art of the Personal Essay: An Anthology from the Classical Era to the Present|4.19
27432|The Art of the Personal Essay: An Anthology from the Classical Era to the Present|4.19
27434|Waterfront: A Walk Around Manhattan|3.71
27438|The DC Comics Encyclopedia|4.29
27440|The Marvel Encyclopedia|4.37
27445|Reinventing Jesus: How Contemporary Skeptics Miss the Real Jesus and Mislead Popular Culture|4.20
27451|The Great Gatsby|3.91
27456|Daniel Deronda|3.84
27457|King Leopold's Ghost|4.15
27473|The End of Days (The Earth Chronicles  #7)|4.08
27485|Mating in Captivity: Reconciling the Erotic and the Domestic|4.15
27486|The Mating Mind: How Sexual Choice Shaped the Evolution of Human Nature|4.10
27491|The Evolution Of Desire: Strategies of Human Mating|4.08
27500|Middlesex|4.00
27503|The Liberated Bride|3.77
27507|Plan of Attack|3.68
27511|The Commanders|3.71
27514|Veil: The Secret Wars of the CIA 1981-1987|3.67
27515|Shadow: Five Presidents and the Legacy of Watergate|3.72
27516|The Brethren: Inside the Supreme Court|4.11
27520|Katy and the Big Snow (Book & Cassette)|4.24
27523|Left Behind (Left Behind  #1)|3.83
27525|Armageddon: The Cosmic Battle of the Ages (Left Behind  #11)|4.03
27526|Desecration (Left Behind  #9)|4.01
27528|Nicolae (Left Behind  #3)|3.96
27533|Banker to the Poor: Micro-Lending and the Battle Against World Poverty|4.09
27537|Working with Emotional Intelligence|3.81
27539|On Intelligence|4.12
27540|The Emotional Intelligence Quick Book: Everything You Need to Know to Put Your EQ to Work|3.52
27541|Financial Intelligence: A Manager's Guide to Knowing What the Numbers Really Mean|4.12
27543|Artificial Intelligence: A Modern Approach|4.17
27548|"Most Likely to Succeed at Work: How Work Is Just Like High School -- Crib Notes for Getting Along and Getting Ahead Amidst Bullies  Teachers' Pets  Cheerleaders  and Other Members of the ""Class"""|3.45
27550|Walking with the Wind: A Memoir of the Movement|4.49
27557|Jackie After Jack: Portrait of the Lady|3.95
27566|To Battle the Gods (Jalav  Amazon Warrior  #5)|4.07
27574|A Tale of Love and Darkness|4.22
27577|What Went Wrong? The Clash Between Islam & Modernity in the Middle East|3.49
27578|Not Even Wrong: The Failure of String Theory and the Search for Unity in Physical Law|3.93
27579|Boy  Were  We Wrong About Dinosaurs!|3.93
27580|There Is Nothing Wrong with You: Going Beyond Self-Hate|4.18
27582|Dead Wrong (Joanna Brady  #12)|4.04
27584|Sixty Million Frenchmen Can't Be Wrong|3.74
27585|The Perfect Wrong Note: Learning to Trust Your Musical Self|4.24
27586|In the Footsteps of Mr. Kurtz: Living on the Brink of Disaster in Mobutu's Congo|3.99
27588|Acts of Faith|3.94
27590|Simple Acts of Faith: Heartwarming Stories of One Life Touching Another|4.36
27599|The Cross From A Distance: Atonement In Mark's Gospel|3.89
27601|Cults in Our Midst: The Continuing Fight Against Their Hidden Menace|3.95
27607|Mortals|3.74
27609|Whites|3.77
27618|Hasta que te encuentre|3.63
27624|Howards End|3.96
27626|Women  Cats: The History of a Love Affair|4.23
27627|EULIS! The History of Love|3.85
27647|Secretos De Familia|3.57
27652|Accidental Empires|4.01
27660|The Complete ACOA Sourcebook: Adult Children of Alcoholics at Home  at Work and in Love|4.09
27668|Bury the Chains|4.28
27669|Bury the Chains|4.28
27674|On Christian Belief (Works of Saint Augustine)|4.08
27689|Mary Stewart's Merlin Trilogy (Arthurian Saga  #1-3)|4.39
27690|Touch Not the Cat|3.91
27691|The Gabriel Hounds|3.92
27692|The Wicked Day (Arthurian Saga  #4)|4.09
27693|The Moonspinners|4.03
27694|This Rough Magic|4.05
27695|Nine Coaches Waiting|4.03
27696|Airs Above the Ground|4.05
27698|Madam  Will You Talk?|4.05
27719|The Night of Wishes|4.12
27724|Mirror in the Mirror|4.14
27727|The Greek's Royal Mistress (Princess Brides  #2)|3.69
27737|La Cantatrice chauve / La Leçon|3.90
27747|Death of a Perfect Wife (Hamish Macbeth  #4)|3.81
27763|Cold Sleep (Cold Series #1)|3.73
27766|The Restless Sleep: Inside New York City's Cold Case Squad|3.49
27769|L'Étranger|3.98
27776|La caída|4.04
27779|Le Premier homme|3.96
27780|Noces|3.65
27783|How to Be a Perfect Stranger: The Essential Religious Etiquette Handbook|3.95
27785|The Basic Political Writings|3.87
27787|Henri Rousseau: Jungles in Paris|4.06
27788|Julie  or the New Heloise|3.46
27798|Anesthesiology Review|3.67
27800|Faust  Part Two|3.73
27803|The Jew of Malta|3.60
27804|The Trumpeter of Krakow|3.76
27812|Numerical Recipes in C: The Art of Scientific Computing|4.16
27813|Numerical Recipes Example Book C++: The Art of Scientific Computing|3.25
27819|Numerical Recipes: Example Book C|3.75
27822|Eugene Onegin|4.09
27823|Eugene Onegin|4.09
27825|Eugene Onegin|4.09
27826|Eugene Onegin|4.09
27827|Eugene Onegin: A Novel in Verse (Vol. 1)|4.09
27828|Eugene Onegin  Vol. II (Commentary)|4.38
27829|Eugene Onegin: A Novel in Verse|4.09
